businessID,businessName,sector,sizeClass,yearsInBusiness,employees,annualRevenue,annualIncome,loanAmount,loanDuration,creditScore,defaultProbability,riskScore,debtToIncomeRatio,debtToEquityRatio,currentRatio,cashFlowStability,revenueVolatility,latePayments,anomalyFlag,fraudFlag,readinessScore,readinessTier,esgScoreE,esgScoreS,esgScoreG,esgComposite,esgTier,qfintrustComposite,loanDecision,registrationDate
SME_00314,Secure FarmInputs Traders,AgriTech,Growth,13,14,515485.68,64072.56,257742.84,48,586,0.4809,48.09,4.023,1.85,1.95,0.48,0.296,1,0,1,52.9,B,54.04,60.04,66.04,60.04,B,56.47,FRAUD REVIEW,2026-06-10
SME_00315,Ever AgroProcessing Digital,AgriTech,Growth,1,20,695215.08,67463.88,347607.54,36,650,0.363,36.3,5.152,2.05,1.84,0.42,0.562,0,1,0,56.05,B,57.5,63.89,70.28,63.89,B,59.97,CONDITIONAL REVIEW,2026-06-10
SME_00316,Urban ColdStorage Mart,AgriTech,Medium,1,7,222071.28,24518.88,111035.64,48,499,0.6377999999999999,63.78,4.529,3.03,1.55,0.27,0.195,1,1,1,39.24,C,40.01,44.45,48.9,44.45,C,41.84,FRAUD REVIEW,2026-06-10
SME_00317,Alpha DairySupport Solutions,AgriTech,Small,10,16,518509.8,52032.84,259254.9,60,606,0.4433,44.33,4.983,1.58,1.82,0.41,0.317,1,0,1,52.91,B,57.3,63.67,70.04,63.67,B,58.29,FRAUD REVIEW,2026-06-10
SME_00318,Green Diagnostics Agro,Healthcare,Micro,7,20,1701637.8,418566.6,850818.9,60,707,0.26060000000000005,26.06,2.033,1.1,2.6,0.8,0.244,0,0,1,58.45,B,59.01,65.57,72.13,65.57,B,62.01,FRAUD REVIEW,2026-06-10
SME_00319,Blue Plastic Textiles,Manufacturing,Small,3,3,621415.92,133834.44,310707.96,24,685,0.2995,29.95,2.322,1.29,2.52,0.76,0.287,0,0,0,53.7,B,56.68,62.98,69.28,62.98,B,58.34,APPROVE,2026-06-10
SME_00320,Future Fabric Care,Textile,Medium,3,13,469282.56,10306.44,234641.28,36,435,0.7545,75.45,9.9,3.39,1.0,0.0,0.296,2,1,0,31.04,C,38.27,42.52,46.77,42.52,C,36.78,REJECT,2026-06-10
SME_00321,Blue Fabric Foods,Textile,Small,10,16,545918.04,95792.76,272959.02,24,580,0.4901,49.01,2.849,1.81,2.16,0.58,0.13,1,0,0,38.24,C,51.03,56.7,62.37,56.7,B,47.47,CONDITIONAL REVIEW,2026-06-10
SME_00322,Golden Beverage Textiles,Food,Medium,8,8,392575.56,104325.0,196287.78,36,762,0.16059999999999997,16.06,1.882,0.69,2.92,0.96,0.385,0,0,0,71.1,A,72.82,80.91,89.0,80.91,A,76.0,APPROVE,2026-06-10
SME_00323,Ever AgroProcessing Enterprises,AgriTech,Micro,9,4,155598.72,41861.64,77799.36,36,643,0.37570000000000003,37.57,1.858,1.43,2.48,0.74,0.457,0,0,0,69.6,B,58.0,64.44,70.88,64.44,B,67.02,CONDITIONAL REVIEW,2026-06-10
SME_00324,Ever Restaurant Digital,Food,Small,4,16,418274.52,63777.48,209137.26,60,557,0.5323,53.23,3.279,2.6,1.69,0.34,0.06,1,0,0,40.44,C,50.73,56.37,62.01,56.37,B,48.41,CONDITIONAL REVIEW,2026-06-10
SME_00325,Vertex LendingTech Mart,FinTech,Small,8,4,442310.52,78872.4,221155.26,36,715,0.24529999999999996,24.53,2.804,0.93,2.6,0.8,0.549,0,0,0,60.62,B,61.31,68.12,74.93,68.12,B,64.37,APPROVE,2026-06-10
SME_00326,Green SupplyChain Care,Logistics,Small,12,8,1294399.56,129687.72,647199.78,12,645,0.3719,37.19,4.99,1.88,1.67,0.34,0.471,1,0,0,69.62,B,65.91,73.23,80.55,73.23,A,71.43,CONDITIONAL REVIEW,2026-06-10
SME_00327,Nova AccountingTech Care,FinTech,Micro,5,9,942614.64,279946.08,471307.32,24,735,0.20950000000000002,20.95,1.684,0.17,2.92,0.96,0.372,0,0,0,63.51,B,65.99,73.32,80.65,73.32,A,68.41,APPROVE,2026-06-10
SME_00328,Future ProcessedFood Care,Food,Micro,6,14,696049.44,133595.28,348024.72,60,711,0.2529,25.29,2.605,0.87,2.72,0.86,0.279,0,0,0,60.99,B,66.09,73.43,80.77,73.43,A,67.21,APPROVE,2026-06-10
SME_00329,Bright Warehousing Logistics,Logistics,Medium,2,6,374660.52,70723.08,187330.26,60,659,0.34640000000000004,34.64,2.649,1.75,2.27,0.64,0.113,0,0,0,49.69,C,58.88,65.42,71.96,65.42,B,57.55,APPROVE,2026-06-10
SME_00330,Alpha LightManufacturing Mart,Manufacturing,Small,9,6,887306.16,102009.48,443653.08,36,642,0.37749999999999995,37.75,4.349,1.35,1.76,0.38,0.35,1,0,0,59.34,B,59.29,65.88,72.47,65.88,B,62.61,CONDITIONAL REVIEW,2026-06-10
SME_00331,Prime HealthServices Agro,Healthcare,Micro,0,10,1572331.68,309103.68,786165.84,24,667,0.3319,33.19,2.543,1.42,2.44,0.72,0.278,0,0,0,54.62,B,60.62,67.36,74.1,67.36,B,60.99,APPROVE,2026-06-10
SME_00332,Green LightManufacturing Agro,Manufacturing,Micro,4,17,727395.12,55307.64,363697.56,60,477,0.6779999999999999,67.8,6.576,3.44,1.31,0.16,0.212,1,1,0,49.03,C,44.51,49.45,54.4,49.45,C,49.24,REJECT,2026-06-10
SME_00333,Future HealthServices Enterprises,Healthcare,Small,10,36,3407819.88,791457.96,1703909.94,12,746,0.18979999999999997,18.98,2.153,0.38,2.79,0.89,0.358,0,0,0,72.89,A,72.51,80.57,88.63,80.57,A,76.73,APPROVE,2026-06-10
SME_00334,Rapid Fabric Logistics,Textile,Micro,0,4,355749.6,-41216.88,177874.8,60,456,0.7172000000000001,71.72,9.9,3.15,1.0,0.0,0.171,2,1,1,27.46,D,40.55,45.06,49.57,45.06,C,36.26,FRAUD REVIEW,2026-06-10
SME_00335,Prime Electronics Digital,Retail,Medium,14,11,603194.28,75075.48,301597.14,48,568,0.5126999999999999,51.27,4.017,2.25,1.61,0.31,0.292,1,0,1,47.65,C,51.36,57.07,62.78,57.07,B,52.36,FRAUD REVIEW,2026-06-10
SME_00336,Vertex SupplyChain Hub,Logistics,Medium,6,5,584281.8,40262.16,292140.9,24,533,0.577,57.7,7.256,2.04,1.08,0.04,0.153,2,1,1,36.48,C,48.77,54.19,59.61,54.19,B,45.33,FRAUD REVIEW,2026-06-10
SME_00337,Ever Grocery Solutions,Retail,Micro,6,17,687494.52,60314.16,343747.26,12,555,0.5359,53.59,5.699,2.9,1.59,0.29,0.229,1,0,0,44.5,C,43.53,48.37,53.21,48.37,C,46.44,CONDITIONAL REVIEW,2026-06-10
SME_00338,Nova Pharmacy Enterprises,Healthcare,Small,8,5,1254884.88,359111.88,627442.44,60,737,0.2046,20.46,1.747,0.54,2.51,0.75,0.443,0,0,0,63.28,B,66.91,74.34,81.77,74.34,A,68.81,APPROVE,2026-06-10
SME_00339,Green Electronics Traders,Retail,Micro,9,6,459732.48,67013.88,229866.24,36,533,0.5769,57.69,3.43,2.41,1.64,0.32,0.341,1,0,0,45.65,C,45.52,50.58,55.64,50.58,B,48.11,CONDITIONAL REVIEW,2026-06-10
SME_00340,Golden Fabric Textiles,Textile,Small,7,6,645447.36,40621.56,322723.68,12,474,0.6832,68.32,7.945,2.85,1.06,0.03,0.138,2,1,1,30.25,C,41.14,45.71,50.28,45.71,C,37.98,FRAUD REVIEW,2026-06-10
SME_00341,Rapid Fashion Logistics,Retail,Growth,13,9,488229.72,33496.08,244114.86,60,562,0.5239,52.39,7.288,2.18,1.64,0.32,0.267,1,0,0,45.04,C,49.47,54.97,60.47,54.97,B,50.0,CONDITIONAL REVIEW,2026-06-10
SME_00342,Trust Fabric Textiles,Textile,Small,14,11,1162239.48,154544.64,581119.74,48,673,0.3217,32.17,3.76,1.65,2.22,0.61,0.475,0,0,0,76.28,A,72.74,80.82,88.9,80.82,A,78.55,APPROVE,2026-06-10
SME_00343,Green SMEFinance Foods,FinTech,Growth,3,12,767522.76,165036.96,383761.38,12,696,0.27980000000000005,27.98,2.325,1.61,2.42,0.71,0.205,0,0,0,57.58,B,61.0,67.78,74.56,67.78,B,62.68,APPROVE,2026-06-10
SME_00344,Prime FleetServices Care,Logistics,Micro,10,9,885905.4,141956.28,442952.7,48,772,0.1412,14.12,3.12,0.33,2.68,0.84,0.39,0,0,0,80.96,A,78.61,87.34,96.07,87.34,A,84.15,APPROVE,2026-06-10
SME_00345,Green LendingTech Mart,FinTech,Small,4,4,1666980.12,354603.36,833490.06,48,679,0.3116,31.16,2.35,0.66,2.29,0.65,0.306,0,0,1,66.91,B,61.34,68.16,74.98,68.16,B,67.53,FRAUD REVIEW,2026-06-10
SME_00346,Rapid Payments Hub,FinTech,Small,14,14,666953.4,227550.48,333476.7,60,817,0.060899999999999954,6.09,1.466,0.0,3.0,1.0,0.6,0,1,0,87.16,A,79.3,88.11,96.92,88.11,A,87.63,APPROVE,2026-06-10
SME_00347,Golden Dyeing Traders,Textile,Small,4,9,630234.6,104050.32,315117.3,12,576,0.4979,49.79,3.029,2.43,1.94,0.47,0.189,1,1,1,32.9,C,46.36,51.51,56.66,51.51,B,42.2,FRAUD REVIEW,2026-06-10
SME_00348,Vertex MetalWorks Agro,Manufacturing,Growth,4,18,1136906.76,182433.36,568453.38,36,671,0.32509999999999994,32.51,3.116,1.28,2.55,0.77,0.164,0,0,1,44.82,C,57.39,63.77,70.15,63.77,B,54.3,FRAUD REVIEW,2026-06-10
SME_00349,Secure SupplyChain Care,Logistics,Micro,10,6,589281.6,71663.52,294640.8,12,564,0.5206999999999999,52.07,4.111,2.21,1.77,0.38,0.385,1,0,0,48.41,C,51.94,57.71,63.48,57.71,B,53.06,CONDITIONAL REVIEW,2026-06-10
SME_00350,Secure Grocery Traders,Retail,Medium,11,3,218715.0,29482.8,109357.5,48,667,0.33209999999999995,33.21,3.709,1.41,2.37,0.68,0.35,1,0,0,59.39,B,62.99,69.99,76.99,69.99,B,64.69,APPROVE,2026-06-10
SME_00351,Vertex Delivery Logistics,Logistics,Medium,2,9,674406.0,67607.64,337203.0,48,484,0.6661,66.61,4.988,3.07,1.3,0.15,0.234,1,0,0,32.54,C,41.12,45.69,50.26,45.69,C,39.11,REJECT,2026-06-10
SME_00352,Vertex LightManufacturing Foods,Manufacturing,Small,8,20,1083350.04,163089.12,541675.02,36,654,0.3557,35.57,3.321,1.35,2.05,0.52,0.249,0,0,0,52.71,B,57.47,63.86,70.25,63.86,B,58.28,CONDITIONAL REVIEW,2026-06-10
SME_00353,Prime ProcessedFood Works,Food,Small,5,10,623923.2,119683.2,311961.6,24,661,0.34319999999999995,34.32,2.607,1.34,2.04,0.52,0.431,1,0,0,58.94,B,67.56,75.07,82.58,75.07,A,67.0,APPROVE,2026-06-10
SME_00354,Golden Warehousing Logistics,Logistics,Small,9,8,654144.0,62245.8,327072.0,36,599,0.45720000000000005,45.72,5.255,2.23,1.48,0.24,0.426,1,0,0,68.09,B,58.77,65.3,71.83,65.3,B,66.69,CONDITIONAL REVIEW,2026-06-10
SME_00355,Fresh ProcessedFood Textiles,Food,Small,8,5,835973.16,73429.92,417986.58,36,660,0.34619999999999995,34.62,5.692,1.45,1.36,0.18,0.428,1,0,0,58.06,B,63.75,70.83,77.91,70.83,A,64.44,APPROVE,2026-06-10
SME_00356,Trust Bakery Mart,Food,Medium,14,26,1038767.04,178638.12,519383.52,36,736,0.20699999999999996,20.7,2.907,1.49,2.69,0.84,0.425,0,0,0,78.38,A,75.56,83.95,92.35,83.95,A,81.16,APPROVE,2026-06-10
SME_00357,Prime Clinic Traders,Healthcare,Small,14,5,963977.16,260014.8,481988.58,48,748,0.18500000000000005,18.5,1.854,0.22,2.48,0.74,0.472,0,0,0,76.25,A,70.1,77.89,85.68,77.89,A,77.07,APPROVE,2026-06-10
SME_00358,Golden SMEFinance Foods,FinTech,Growth,9,6,783991.8,286269.96,391995.9,60,819,0.056599999999999984,5.66,1.369,0.0,3.0,1.0,0.525,0,1,0,86.54,A,80.88,89.87,98.86,89.87,A,88.21,APPROVE,2026-06-10
SME_00359,Prime ProcessedFood Digital,Food,Small,10,13,1019733.0,237240.12,509866.5,60,630,0.4003,40.03,2.149,1.76,2.14,0.57,0.378,1,0,0,57.31,B,60.6,67.33,74.06,67.33,B,62.32,CONDITIONAL REVIEW,2026-06-10
SME_00360,Ever FleetServices Enterprises,Logistics,Small,13,3,551531.04,65658.72,275765.52,36,491,0.652,65.2,4.2,3.12,1.12,0.06,0.287,1,0,1,46.58,C,36.49,40.54,44.59,40.54,C,43.56,FRAUD REVIEW,2026-06-10
SME_00361,Future Accessories Foods,Textile,Medium,3,19,974684.4,94552.08,487342.2,36,678,0.31189999999999996,31.19,5.154,1.96,1.98,0.49,0.35,0,0,0,75.45,A,72.11,80.12,88.13,80.12,A,77.78,APPROVE,2026-06-10
SME_00362,Trust Fashion Enterprises,Retail,Small,11,13,441995.88,115852.08,220997.94,36,699,0.27480000000000004,27.48,1.908,0.84,2.63,0.81,0.277,0,0,0,63.48,B,65.01,72.23,79.45,72.23,A,67.86,APPROVE,2026-06-10
SME_00363,Golden HomeGoods Digital,Retail,Growth,11,15,526266.48,105657.24,263133.24,12,760,0.16410000000000002,16.41,2.49,0.45,2.53,0.76,0.24,0,0,0,68.53,B,77.03,85.59,94.15,85.59,A,77.06,APPROVE,2026-06-10
SME_00364,Alpha Electronics Agro,Retail,Micro,2,13,868626.84,55421.88,434313.42,48,489,0.6571,65.71,7.836,3.36,1.25,0.12,0.081,1,1,0,32.69,C,37.71,41.9,46.09,41.9,C,37.3,REJECT,2026-06-10
SME_00365,Prime FleetServices Logistics,Logistics,Growth,13,8,611386.2,81709.08,305693.1,60,590,0.47230000000000005,47.23,3.741,2.13,1.78,0.39,0.275,1,0,0,53.87,B,55.98,62.2,68.42,62.2,B,58.03,CONDITIONAL REVIEW,2026-06-10
SME_00366,Smart Bakery Mart,Food,Medium,10,5,619280.64,101622.84,309640.32,36,671,0.3246,32.46,3.047,1.82,2.38,0.69,0.494,0,0,1,69.92,B,55.31,61.45,67.6,61.45,B,65.69,FRAUD REVIEW,2026-06-10
SME_00367,Urban SMEFinance Partners,FinTech,Medium,5,8,702992.76,220796.52,351496.38,24,767,0.15139999999999998,15.14,1.592,0.0,2.8,0.9,0.541,0,1,0,83.02,A,71.78,79.76,87.74,79.76,A,81.39,APPROVE,2026-06-10
SME_00368,Rapid Delivery Foods,Logistics,Small,7,5,744000.36,146058.36,372000.18,12,733,0.21340000000000003,21.34,2.547,0.62,2.66,0.83,0.35,0,0,0,67.98,B,68.72,76.36,84.0,76.36,A,72.17,APPROVE,2026-06-10
SME_00369,Golden FarmInputs Traders,AgriTech,Medium,7,12,365829.72,76194.0,182914.86,24,671,0.3256,32.56,2.401,1.4,2.42,0.71,0.24,0,0,0,58.88,B,62.08,68.98,75.88,68.98,B,63.93,APPROVE,2026-06-10
SME_00370,Rapid Dyeing Works,Textile,Small,13,15,663264.36,119292.84,331632.18,12,670,0.32709999999999995,32.71,2.78,1.72,2.26,0.63,0.31,0,0,0,56.79,B,62.27,69.19,76.11,69.19,B,62.99,APPROVE,2026-06-10
SME_00371,Fresh HealthServices Agro,Healthcare,Medium,14,22,1323663.72,409601.16,661831.86,60,808,0.07689999999999997,7.69,1.616,0.0,3.0,1.0,0.6,0,1,0,88.12,A,82.46,91.62,100.0,91.62,A,89.87,APPROVE,2026-06-10
SME_00372,Alpha LightManufacturing Studio,Manufacturing,Micro,12,11,816918.48,105073.68,408459.24,24,606,0.44410000000000005,44.41,3.887,1.76,2.0,0.5,0.435,1,0,0,60.61,B,58.4,64.89,71.38,64.89,B,62.75,CONDITIONAL REVIEW,2026-06-10
SME_00373,Smart ColdStorage Agro,AgriTech,Small,9,16,643631.52,29944.2,321815.76,60,542,0.5606,56.06,9.9,3.31,1.44,0.22,0.289,1,0,0,45.25,C,51.97,57.74,63.51,57.74,B,51.5,CONDITIONAL REVIEW,2026-06-10
SME_00374,Future ColdStorage Mart,AgriTech,Small,2,8,334910.04,48141.72,167455.02,60,429,0.7654,76.54,3.478,3.89,1.07,0.04,0.139,1,0,1,25.0,D,30.97,34.41,37.85,34.41,C,29.7,FRAUD REVIEW,2026-06-10
SME_00375,Golden Fashion Solutions,Retail,Small,13,7,332407.8,44197.2,166203.9,12,616,0.42579999999999996,42.58,3.761,1.98,2.1,0.55,0.3,0,0,1,61.57,B,56.76,63.07,69.38,63.07,B,62.32,FRAUD REVIEW,2026-06-10
SME_00376,Golden Grocery Enterprises,Retail,Small,2,12,460470.36,86452.56,230235.18,60,589,0.4737,47.37,2.663,1.83,1.68,0.34,0.253,1,0,0,45.43,C,55.47,61.63,67.79,61.63,B,53.53,CONDITIONAL REVIEW,2026-06-10
SME_00377,Rapid Dyeing Logistics,Textile,Medium,2,7,353204.52,33407.04,176602.26,12,559,0.5287999999999999,52.88,5.286,2.14,1.65,0.32,0.244,1,0,0,46.14,C,53.54,59.49,65.44,59.49,B,52.81,CONDITIONAL REVIEW,2026-06-10
SME_00378,Green Beverage Partners,Food,Micro,1,11,680658.96,86997.84,340329.48,48,615,0.42769999999999997,42.77,3.912,2.08,2.06,0.53,0.114,1,0,1,41.64,C,51.66,57.4,63.14,57.4,B,49.52,FRAUD REVIEW,2026-06-10
SME_00379,Green ColdStorage Partners,AgriTech,Medium,14,5,463095.48,99864.48,231547.74,12,713,0.24939999999999996,24.94,2.319,1.35,2.27,0.63,0.56,0,0,0,81.28,A,71.95,79.94,87.93,79.94,A,80.61,APPROVE,2026-06-10
SME_00380,Smart HealthServices Traders,Healthcare,Micro,7,5,639309.48,122188.44,319654.74,24,727,0.22309999999999997,22.31,2.616,0.77,2.25,0.62,0.092,0,1,0,54.44,B,65.01,72.23,79.45,72.23,A,63.34,APPROVE,2026-06-10
SME_00381,Ever ProcessedFood Ventures,Food,Medium,3,13,690935.76,89293.44,345467.88,36,630,0.3994,39.94,3.869,1.44,2.16,0.58,0.281,0,0,0,46.47,C,50.36,55.95,61.55,55.95,B,51.21,CONDITIONAL REVIEW,2026-06-10
SME_00382,Secure Fabric Textiles,Textile,Medium,1,15,1278192.24,82717.8,639096.12,12,428,0.768,76.8,7.726,3.96,1.21,0.1,0.094,2,1,0,23.69,D,32.0,35.56,39.12,35.56,C,29.62,REJECT,2026-06-10
SME_00383,Urban AccountingTech Solutions,FinTech,Small,6,5,666929.16,187678.68,333464.58,36,723,0.23060000000000003,23.06,1.777,0.84,2.41,0.7,0.183,0,1,0,56.18,B,62.8,69.78,76.76,69.78,B,62.98,APPROVE,2026-06-10
SME_00384,Vertex Beverage Enterprises,Food,Medium,10,13,535597.92,99215.4,267798.96,24,693,0.2851,28.51,2.699,1.72,2.56,0.78,0.355,0,0,0,61.58,B,63.44,70.49,77.54,70.49,A,66.03,APPROVE,2026-06-10
SME_00385,Blue DairySupport Studio,AgriTech,Growth,14,7,505175.04,144973.08,252587.52,60,753,0.17569999999999997,17.57,1.742,0.69,3.0,1.0,0.244,0,0,0,65.07,B,71.89,79.88,87.87,79.88,A,72.47,APPROVE,2026-06-10
SME_00386,Golden Fabric Foods,Textile,Medium,8,9,435533.04,64167.96,217766.52,36,601,0.45320000000000005,45.32,3.394,1.8,1.79,0.4,0.29,0,0,0,46.7,C,54.41,60.46,66.51,60.46,B,53.58,CONDITIONAL REVIEW,2026-06-10
SME_00387,Alpha Pharmacy Enterprises,Healthcare,Small,9,21,1302897.12,141760.8,651448.56,24,645,0.3729,37.29,4.595,1.7,2.46,0.73,0.34,0,0,0,58.32,B,57.03,63.37,69.71,63.37,B,60.84,CONDITIONAL REVIEW,2026-06-10
SME_00388,Trust Accessories Hub,Textile,Small,12,15,734887.2,131179.32,367443.6,24,585,0.48119999999999996,48.12,2.801,2.19,1.83,0.41,0.271,1,0,0,57.61,B,57.57,63.97,70.37,63.97,B,60.79,CONDITIONAL REVIEW,2026-06-10
SME_00389,Secure Fashion Hub,Retail,Medium,13,15,525794.04,79504.68,262897.02,36,637,0.38739999999999997,38.74,3.307,1.81,1.95,0.47,0.356,1,0,0,52.21,B,55.71,61.9,68.09,61.9,B,57.05,CONDITIONAL REVIEW,2026-06-10
SME_00390,Urban Dyeing Solutions,Textile,Small,4,28,925117.8,106816.2,462558.9,60,569,0.5105999999999999,51.06,4.33,2.02,1.53,0.26,0.342,1,0,1,58.45,B,54.76,60.84,66.92,60.84,B,59.65,FRAUD REVIEW,2026-06-10
SME_00391,Smart FleetServices Traders,Logistics,Medium,14,6,953194.68,45611.16,476597.34,48,623,0.4132,41.32,9.9,1.55,1.96,0.48,0.219,1,0,0,48.79,C,51.8,57.55,63.3,57.55,B,53.17,CONDITIONAL REVIEW,2026-06-10
SME_00392,Alpha Electronics Care,Retail,Small,8,5,517818.48,60042.84,258909.24,24,554,0.5381,53.81,4.312,2.77,1.74,0.37,0.309,1,0,0,50.83,B,48.54,53.93,59.32,53.93,B,52.38,CONDITIONAL REVIEW,2026-06-10
SME_00393,Trust SupplyChain Enterprises,Logistics,Medium,13,6,1000451.52,176882.76,500225.76,36,700,0.27270000000000005,27.27,2.828,0.99,2.41,0.7,0.284,0,0,0,67.51,B,67.09,74.54,81.99,74.54,A,71.03,APPROVE,2026-06-10
SME_00394,Urban Pharmacy Partners,Healthcare,Micro,2,8,844416.12,189177.72,422208.06,24,680,0.3084,30.84,2.232,1.54,2.64,0.82,0.399,0,0,0,61.0,B,61.61,68.45,75.3,68.45,B,64.72,APPROVE,2026-06-10
SME_00395,Vertex HomeGoods Ventures,Retail,Micro,1,3,167165.16,18876.6,83582.58,36,615,0.42769999999999997,42.77,4.428,1.95,1.73,0.37,0.176,1,0,0,42.48,C,55.83,62.03,68.23,62.03,B,52.25,CONDITIONAL REVIEW,2026-06-10
SME_00396,Prime Beverage Enterprises,Food,Growth,13,8,269169.6,50175.0,134584.8,60,696,0.2802,28.02,2.682,0.89,3.0,1.0,0.284,0,0,0,56.79,B,60.33,67.03,73.73,67.03,B,61.91,APPROVE,2026-06-10
SME_00397,Future SMEFinance Traders,FinTech,Medium,10,7,1155809.28,281140.44,577904.64,48,701,0.2714,27.14,2.056,0.83,2.78,0.89,0.429,0,0,1,69.32,B,65.01,72.23,79.45,72.23,A,70.78,FRAUD REVIEW,2026-06-10
SME_00398,Ever Plastic Hub,Manufacturing,Growth,3,14,431477.4,23415.96,215738.7,24,581,0.48919999999999997,48.92,9.213,2.18,1.74,0.37,0.404,1,0,0,58.73,B,56.24,62.49,68.74,62.49,B,60.61,CONDITIONAL REVIEW,2026-06-10
SME_00399,Rapid Beverage Solutions,Food,Growth,13,11,371163.12,58916.04,185581.56,24,648,0.3681,36.81,3.15,1.41,2.13,0.56,0.396,0,0,0,61.5,B,61.04,67.82,74.6,67.82,B,64.66,CONDITIONAL REVIEW,2026-06-10
SME_00400,Alpha Restaurant Traders,Food,Small,1,6,370936.92,50406.72,185468.46,48,685,0.29969999999999997,29.97,3.679,1.22,1.97,0.48,0.233,1,0,0,52.67,B,65.06,72.29,79.52,72.29,A,62.48,APPROVE,2026-06-10
SME_00401,Smart LightManufacturing Mart,Manufacturing,Small,10,13,1129771.08,228131.28,564885.54,60,703,0.26780000000000004,26.78,2.476,1.06,2.17,0.58,0.394,0,0,0,63.07,B,63.67,70.74,77.81,70.74,A,66.91,APPROVE,2026-06-10
SME_00402,Rapid Dyeing Care,Textile,Micro,3,14,650178.48,37249.08,325089.24,24,529,0.5840000000000001,58.4,8.727,3.35,1.34,0.17,0.138,1,1,1,40.15,C,48.61,54.01,59.41,54.01,B,47.08,FRAUD REVIEW,2026-06-10
SME_00403,Smart LendingTech Traders,FinTech,Small,1,6,1195178.76,217116.72,597589.38,48,650,0.36329999999999996,36.33,2.752,1.46,2.34,0.67,0.366,0,0,1,62.28,B,57.56,63.95,70.35,63.95,B,63.12,FRAUD REVIEW,2026-06-10
SME_00404,Bright Fashion Digital,Retail,Micro,12,7,522776.04,60189.84,261388.02,24,686,0.2986,29.86,4.343,1.23,2.39,0.7,0.282,0,0,0,55.14,B,65.3,72.55,79.81,72.55,A,63.84,APPROVE,2026-06-10
SME_00405,Rapid Fabric Solutions,Textile,Growth,12,3,301460.4,17670.84,150730.2,48,513,0.6119,61.19,8.53,2.61,1.23,0.12,0.371,1,0,1,42.75,C,48.56,53.95,59.35,53.95,B,48.35,FRAUD REVIEW,2026-06-10
SME_00406,Trust Dyeing Studio,Textile,Micro,2,5,672306.96,17562.0,336153.48,60,455,0.7183999999999999,71.84,9.9,3.07,1.0,0.0,0.14,1,1,0,32.29,C,38.85,43.17,47.49,43.17,C,37.73,REJECT,2026-06-10
SME_00407,Vertex Plastic Hub,Manufacturing,Micro,1,6,948167.52,169409.88,474083.76,36,658,0.349,34.9,2.798,1.38,2.06,0.53,0.282,0,0,0,54.19,B,55.9,62.11,68.32,62.11,B,58.15,APPROVE,2026-06-10
SME_00408,Bright AccountingTech Studio,FinTech,Micro,9,9,1479831.12,462525.36,739915.56,36,804,0.08320000000000005,8.32,1.6,0.1,3.0,1.0,0.515,0,0,0,83.55,A,73.52,81.69,89.86,81.69,A,82.62,APPROVE,2026-06-10
SME_00409,Prime Electronics Agro,Retail,Micro,0,5,221945.4,35099.04,110972.7,12,666,0.3338,33.38,3.162,1.3,1.89,0.45,0.197,1,0,0,43.77,C,57.65,64.06,70.47,64.06,B,53.92,APPROVE,2026-06-10
SME_00410,Trust Garments Textiles,Textile,Micro,11,7,523916.04,70352.64,261958.02,12,728,0.22160000000000002,22.16,3.723,0.22,2.44,0.72,0.338,0,0,0,71.55,A,72.38,80.42,88.46,80.42,A,75.98,APPROVE,2026-06-10
SME_00411,Prime Delivery Partners,Logistics,Medium,13,4,307356.96,68357.4,153678.48,12,629,0.40169999999999995,40.17,2.248,1.28,2.42,0.71,0.445,0,0,1,48.28,C,54.91,61.01,67.11,61.01,B,54.64,FRAUD REVIEW,2026-06-10
SME_00412,Smart Warehousing Partners,Logistics,Small,11,10,849606.72,143112.6,424803.36,24,670,0.3264,32.64,2.968,1.24,2.15,0.57,0.116,0,1,0,46.92,C,61.45,68.28,75.11,68.28,B,57.6,APPROVE,2026-06-10
SME_00413,Rapid HomeGoods Ventures,Retail,Small,3,12,354717.24,51819.24,177358.62,24,730,0.2177,21.77,3.423,1.14,2.51,0.76,0.383,0,1,0,70.19,A,71.75,79.72,87.69,79.72,A,74.95,APPROVE,2026-06-10
SME_00414,Vertex Garments Solutions,Textile,Growth,3,11,592776.84,65696.28,296388.42,60,637,0.3879,38.79,4.511,2.15,1.96,0.48,0.354,0,0,0,65.0,B,59.55,66.17,72.79,66.17,B,65.59,CONDITIONAL REVIEW,2026-06-10
SME_00415,Golden HomeGoods Ventures,Retail,Small,10,9,581320.2,121038.0,290660.1,60,673,0.3227,32.27,2.401,1.01,1.83,0.41,0.422,0,0,0,56.69,B,66.76,74.18,81.6,74.18,A,65.44,APPROVE,2026-06-10
SME_00416,Smart Packaging Solutions,Manufacturing,Medium,1,4,214568.88,55547.16,107284.44,24,715,0.24539999999999995,24.54,1.931,1.35,2.84,0.92,0.351,0,0,0,73.99,A,65.18,72.42,79.66,72.42,A,73.2,APPROVE,2026-06-10
SME_00417,Vertex Electronics Traders,Retail,Small,8,6,237716.04,32127.6,118858.02,60,487,0.6607000000000001,66.07,3.7,3.35,1.36,0.18,0.358,1,1,1,42.37,C,38.92,43.24,47.56,43.24,C,42.8,FRAUD REVIEW,2026-06-10
